,number of Autoencoders,cardio,gas_drift,satellite,magic_telescope,pendigits,phoneme,pollen,speech,waveform
146,147,0.951769111570248,0.9938413253494904,0.8701448072465127,0.9966866679807442,0.9997123602892832,0.8322716958105298,0.5017646405089373,0.5503896801934963,0.8245392901742469
147,148,0.9517045454545454,0.9938649995518812,0.870362078469399,0.9966877642635346,0.9997534516765284,0.8322617799050361,0.5017105749273869,0.5503896801934963,0.8246132060424277
148,149,0.9517368285123966,0.99384639839286,0.8702057351555761,0.9966991656045516,0.9997534516765284,0.8322621612860167,0.5016895494234507,0.5503896801934963,0.8245626320273567
149,150,0.951769111570248,0.9938413253494904,0.8702683874394241,0.996685352441396,0.9997945430637738,0.832154611849507,0.5017976805865515,0.5501209352324644,0.8247143540725699
150,151,0.9517368285123966,0.9938463983928598,0.870222978903424,0.996685937125551,0.9997945430637738,0.8319360805476631,0.5018096951602293,0.5501209352324644,0.8245548514096536
151,152,0.9518013946280992,0.9938463983928598,0.8700890524618037,0.996687252664899,0.9997945430637738,0.8318880265441163,0.5018577534549409,0.5501209352324644,0.8244381421441049
152,153,0.9516399793388428,0.9938345612916644,0.8698591358238286,0.996687033408341,0.9997945430637738,0.8317133540550332,0.5018817826022965,0.5501209352324644,0.8244420324529566
153,154,0.9517368285123966,0.9938058140459042,0.8697033673016006,0.9967039161633084,0.9997945430637738,0.8317530176770084,0.5018998044628133,0.5501209352324644,0.8244109099821435
154,155,0.9518982438016528,0.9938379433205776,0.8696435889757272,0.9966940496181976,0.9997534516765284,0.8319887111229763,0.5020409757035283,0.5501209352324644,0.8245042773945824
155,156,0.9519950929752066,0.993822724190469,0.8696165737707651,0.996699092519032,0.9997123602892832,0.8321752064224557,0.5021340886495318,0.5501209352324644,0.824508167703434
156,157,0.9520919421487604,0.9938091960748172,0.8694975919106129,0.9967017966832477,0.9997534516765284,0.8319353177857021,0.5020589975640453,0.5501209352324644,0.8244109099821435
157,158,0.9520596590909092,0.9938159601326432,0.8694608052485371,0.996707716610314,0.9997534516765284,0.8320169333155356,0.5021461032232097,0.5501209352324644,0.8243603359670726
158,159,0.9520273760330578,0.9938007410025348,0.8693176821413976,0.996707278097198,0.9997534516765284,0.8332625235979482,0.5021130631455957,0.5501209352324644,0.82442647121755
159,160,0.9520273760330578,0.9937922859302524,0.869322280474157,0.996706401070966,0.9997534516765284,0.8333990579889781,0.5020199501995921,0.5498521902714324,0.8244653743060661
160,161,0.9519628099173554,0.9937939769447088,0.8691952515316759,0.9967131980242646,0.9997123602892832,0.8337926431608855,0.5020830267114009,0.5501209352324644,0.824477045232621
161,162,0.9519628099173554,0.99378383085797,0.8691734094510682,0.9967167792147122,0.9997534516765284,0.8338757842146413,0.5020439793469478,0.5501209352324644,0.8244381421441049
162,163,0.951930526859504,0.993790594915796,0.8691452446629163,0.9967198488065244,0.9997123602892832,0.8340298621307756,0.5021521105100487,0.5501209352324644,0.8245898641893181
163,164,0.9518982438016528,0.993790594915796,0.8690452309253973,0.996718240925099,0.9997123602892832,0.8335889857172823,0.5020980449284983,0.5501209352324644,0.8246949025283118
